trial_number,params,pr_auc_mean,pr_auc_std,training_time,objective_value
60,"{'n_estimators': 263, 'learning_rate': 0.13980656705989847, 'num_leaves': 88, 'max_depth': 10, 'feature_fraction': 0.789668537570953, 'bagging_fraction': 0.9236227151820045, 'bagging_freq': 1, 'min_data_in_leaf': 59, 'lambda_l1': 0.49276952520723477, 'lambda_l2': 1.8264636965735388, 'min_split_gain': 0.0035762072347672747, 'min_child_weight': 0.008970999393119778}",0.6262868005846959,0.012576148962061311,15.619749307632446,0.6262868005846959
61,"{'n_estimators': 488, 'learning_rate': 0.14432249078004253, 'num_leaves': 88, 'max_depth': 10, 'feature_fraction': 0.7916201624611321, 'bagging_fraction': 0.9283557851515347, 'bagging_freq': 2, 'min_data_in_leaf': 60, 'lambda_l1': 7.309252993089915, 'lambda_l2': 2.7032083830257987, 'min_split_gain': 0.04505965814576973, 'min_child_weight': 0.010313632800888553}",0.5900980167860234,0.007874952000190854,10.5197434425354,0.5900980167860234
62,"{'n_estimators': 232, 'learning_rate': 0.1359962045470584, 'num_leaves': 77, 'max_depth': 13, 'feature_fraction': 0.8576873000163666, 'bagging_fraction': 0.9526449994405927, 'bagging_freq': 9, 'min_data_in_leaf': 49, 'lambda_l1': 0.5160970565789296, 'lambda_l2': 1.954426342553706, 'min_split_gain': 0.09470902704747798, 'min_child_weight': 0.03625777767848332}",0.6329299134378196,0.013030937381032604,11.993780851364136,0.6329299134378196
63,"{'n_estimators': 256, 'learning_rate': 0.1685868207526327, 'num_leaves': 77, 'max_depth': 13, 'feature_fraction': 0.8621836264279656, 'bagging_fraction': 0.9515600665254376, 'bagging_freq': 1, 'min_data_in_leaf': 47, 'lambda_l1': 0.5028003319726477, 'lambda_l2': 1.9240134066162355, 'min_split_gain': 0.08959478857245515, 'min_child_weight': 0.035305436468916804}",0.6265315357436009,0.011490278895705176,10.764549016952515,0.6265315357436009
64,"{'n_estimators': 252, 'learning_rate': 0.2420409282971834, 'num_leaves': 63, 'max_depth': 14, 'feature_fraction': 0.9117992389045335, 'bagging_fraction': 0.8908483103235852, 'bagging_freq': 1, 'min_data_in_leaf': 47, 'lambda_l1': 0.4981313816841654, 'lambda_l2': 0.24284369737273515, 'min_split_gain': 0.00676098710416953, 'min_child_weight': 0.0407736605584456}",0.6235989683818769,0.018255575703422386,12.98264479637146,0.6235989683818769
65,"{'n_estimators': 289, 'learning_rate': 0.201372733219607, 'num_leaves': 78, 'max_depth': 13, 'feature_fraction': 0.8679263850863104, 'bagging_fraction': 0.9508858341419435, 'bagging_freq': 1, 'min_data_in_leaf': 50, 'lambda_l1': 0.41681282860035934, 'lambda_l2': 1.7122803598701877, 'min_split_gain': 0.08740305329369497, 'min_child_weight': 0.10259402884917516}",0.6335641837227591,0.009946879604450178,11.045161962509155,0.6335641837227591
66,"{'n_estimators': 275, 'learning_rate': 0.2839754765638524, 'num_leaves': 77, 'max_depth': 14, 'feature_fraction': 0.8609531652499857, 'bagging_fraction': 0.9450900836360873, 'bagging_freq': 1, 'min_data_in_leaf': 50, 'lambda_l1': 0.507282753916043, 'lambda_l2': 2.055589588830848, 'min_split_gain': 0.08972156823293645, 'min_child_weight': 0.09805031566345762}",0.6195412988176011,0.008753307270574301,8.518713235855103,0.6195412988176011
67,"{'n_estimators': 237, 'learning_rate': 0.1982759775543557, 'num_leaves': 70, 'max_depth': 13, 'feature_fraction': 0.8789948287379965, 'bagging_fraction': 0.9247511663536135, 'bagging_freq': 2, 'min_data_in_leaf': 65, 'lambda_l1': 1.7520133217100013, 'lambda_l2': 0.7917957719417033, 'min_split_gain': 0.028046762098416028, 'min_child_weight': 0.0734553355714461}",0.6137049930006279,0.01996419245965962,10.895643472671509,0.6137049930006279
68,"{'n_estimators': 273, 'learning_rate': 0.16763932129468506, 'num_leaves': 66, 'max_depth': 13, 'feature_fraction': 0.8335079704394763, 'bagging_fraction': 0.8924561216288557, 'bagging_freq': 1, 'min_data_in_leaf': 50, 'lambda_l1': 0.7494147790940744, 'lambda_l2': 2.6656830528290545, 'min_split_gain': 0.07924316397676699, 'min_child_weight': 0.19507888481506924}",0.6237771511032588,0.009736713293656194,12.75098466873169,0.6237771511032588
69,"{'n_estimators': 164, 'learning_rate': 0.25892274415319033, 'num_leaves': 73, 'max_depth': 14, 'feature_fraction': 0.8446929073799543, 'bagging_fraction': 0.9510026220084526, 'bagging_freq': 2, 'min_data_in_leaf': 45, 'lambda_l1': 0.3934997046731523, 'lambda_l2': 1.904975357662024, 'min_split_gain': 0.04154672976489363, 'min_child_weight': 0.030906018286211073}",0.6214686939218849,0.008472657960403984,10.613027572631836,0.6214686939218849
70,"{'n_estimators': 221, 'learning_rate': 0.19323554740134333, 'num_leaves': 78, 'max_depth': 15, 'feature_fraction': 0.9344630308726654, 'bagging_fraction': 0.9080789564539196, 'bagging_freq': 1, 'min_data_in_leaf': 53, 'lambda_l1': 1.6234537165790386, 'lambda_l2': 1.8676652667790008, 'min_split_gain': 0.10235189573380078, 'min_child_weight': 0.051427761844492735}",0.6140098660287202,0.009123274497671773,9.763918161392212,0.6140098660287202
71,"{'n_estimators': 268, 'learning_rate': 0.15907731439185177, 'num_leaves': 82, 'max_depth': 12, 'feature_fraction': 0.8148347473717389, 'bagging_fraction': 0.9323632110106179, 'bagging_freq': 2, 'min_data_in_leaf': 41, 'lambda_l1': 0.04758817212595448, 'lambda_l2': 0.9846156222962382, 'min_split_gain': 0.1967942908556689, 'min_child_weight': 0.01756008135719699}",0.6299911091709313,0.00993225886120018,10.62959909439087,0.6299911091709313
72,"{'n_estimators': 290, 'learning_rate': 0.15556553843626178, 'num_leaves': 87, 'max_depth': 13, 'feature_fraction': 0.873280319005418, 'bagging_fraction': 0.9316062186293457, 'bagging_freq': 2, 'min_data_in_leaf': 43, 'lambda_l1': 0.3148506263728892, 'lambda_l2': 0.7259507702327773, 'min_split_gain': 0.20151865246505588, 'min_child_weight': 0.019021172428980875}",0.6200627343688235,0.008535483176139386,12.146583557128906,0.6200627343688235
73,"{'n_estimators': 205, 'learning_rate': 0.2105082293774096, 'num_leaves': 75, 'max_depth': 12, 'feature_fraction': 0.8120892458072505, 'bagging_fraction': 0.8782078092089642, 'bagging_freq': 3, 'min_data_in_leaf': 47, 'lambda_l1': 0.7906158986703375, 'lambda_l2': 1.601749936469621, 'min_split_gain': 0.001362558357386509, 'min_child_weight': 0.03637776340504729}",0.6277592140335013,0.013767987726148269,15.537736892700195,0.6277592140335013
74,"{'n_estimators': 206, 'learning_rate': 0.20920472568546244, 'num_leaves': 67, 'max_depth': 13, 'feature_fraction': 0.8105510231058403, 'bagging_fraction': 0.870934700304775, 'bagging_freq': 3, 'min_data_in_leaf': 36, 'lambda_l1': 0.01700490736602106, 'lambda_l2': 0.00765207750299679, 'min_split_gain': 0.10830782725490662, 'min_child_weight': 0.03587419156423128}",0.6239735725665798,0.01155966022143178,14.91604495048523,0.6239735725665798
